AOI,DATE_DOWNLOADED,FINAL_TABLE,INDICATOR_CATEGORY,METADATA,METRIC_DESCRIPTION,METRIC_NAME,METRIC_UNITS,SOURCE_NAME,SOURCE_URL,UUID,WEBTOOL_NAME,YEAR
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as open water land cover (NLCD class 11)","PctOw[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Open Water Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as mixed deciduous/evergreen forest land cover (NLCD class 43)","PctMxFst[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Mixed Deciduous/Evergreen Forest Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as ice/snow land cover (NLCD class 12)","PctIce[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Ice/Snow Cover Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as herbaceous wetland land cover (NLCD class 95)","PctHbWet[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Herbaceous Wetland Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Anthropogenic","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as hay land use (NLCD class 81)","PctHay[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Pasture/Hay Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as grassland/herbaceous land cover (NLCD class 71)","PctGrs[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Grassland/Herbaceous Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as deciduous forest land cover (NLCD class 41)","PctDecid[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Deciduous Forest Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Anthropogenic","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as crop land use (NLCD class 82)","PctCrop[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Row Crop Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NLCD","Natural","https://edg.epa.gov/metadata/rest/document?id=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as evergreen forest land cover (NLCD class 42)","PctConif[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Evergreen Forest Percentage","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"NonAgIntrodManagVeg","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=B995906F-9B18-4B1F-B0D1-D13122A80C85","% Nonagriculture nonnative introduced or managed vegetation landcover type reclassed from LANDFIRE Existing Vegetation Type (EVT), within AOI","PctNonAgIntrodManagVeg[AOI]","Percent","Landfire","https://www.landfire.gov/vegetation.php","B995906F-9B18-4B1F-B0D1-D13122A80C85","Nonnative Vegetation Landcover",
"Cat, Ws",,"Pesticides97","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7D1FE157-43CD-4AA6-A1D3-37B4FC41065A","Mean pesticide use (kg/km2) in yr. 1997 within AOI","Pestic97[Year][AOI]","kilogram/square kilometer","USGS Water Mission Area","http://water.usgs.gov/GIS/metadata/usgswrd/XML/agpest97grd.xml","7D1FE157-43CD-4AA6-A1D3-37B4FC41065A","Mean Pesticide Use",1997
"Cat, Ws",,"PRISM_0809","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=C1AED92E-568B-47C6-9B51-272462155A76","PRISM climate data - 30-year normal mean precipitation (mm): Annual period: 2008 and 2009 within the AOI","Precip[Year][AOI]","mm","PRISM","http://prism.oregonstate.edu","C1AED92E-568B-47C6-9B51-272462155A76","Mean Precipitation","2008, 2009"
"Cat, Ws",,"PRISM_0809","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=C1AED92E-568B-47C6-9B51-272462155A76","PRISM climate data - 30-year normal mean temperature (C°): Annual period: 2008 and 2009 within the AOI","Tmean[Year][AOI]","Celsius","PRISM","http://prism.oregonstate.edu","C1AED92E-568B-47C6-9B51-272462155A76","Mean Air Temperature","2008, 2009"
"Cat, Ws",,"PRISM_1981_2010","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=C1AED92E-568B-47C6-9B51-272462155A76","30-year Mean Annual Precipitation","Precip8110[AOI]","Avg. rate (mm)","PRISM","http://prism.oregonstate.edu","C1AED92E-568B-47C6-9B51-272462155A76","30-year Mean Annual Precipitation","1981-2010"
"Cat, Ws",,"PRISM_1981_2010","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=C1AED92E-568B-47C6-9B51-272462155A76","PRISM climate data - 30-year normal minimum temperature (C°): Annual period: 1981-2010 within the AOI","Tmin8110[AOI]","Celsius","PRISM","http://prism.oregonstate.edu","C1AED92E-568B-47C6-9B51-272462155A76","30-year Average Annual Normal Minimum Air Temperature","1981-2010"
"Cat, Ws",,"PRISM_1981_2010","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=C1AED92E-568B-47C6-9B51-272462155A76","PRISM climate data - 30-year normal mean temperature (C°): Annual period: 1981-2010 within the AOI","Tmean8110[AOI]","Celsius","PRISM","http://prism.oregonstate.edu","C1AED92E-568B-47C6-9B51-272462155A76","30-year Mean Annual Air Temperature","1981-2010"
"Cat, Ws",,"PRISM_1981_2010","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=C1AED92E-568B-47C6-9B51-272462155A76","PRISM climate data - 30-year normal maximum temperature (C°): Annual period: 1981-2010 within the AOI","Tmax8110[AOI]","Celsius","PRISM","http://prism.oregonstate.edu","C1AED92E-568B-47C6-9B51-272462155A76","30-year Average Annual Normal Maximum Air Temperature","1981-2010"
"Cat, Ws",,"RoadDensity","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=D3FDB46C-9EF8-4848-AE53-495DB3F058A9","Density of roads (2010 Census Tiger Lines) within AOI (km/square km)","RdDens[AOI]","kilometer/square kilometer","US Census","ftp://ftp2.census.gov/geo/pvs/tiger2010st/","D3FDB46C-9EF8-4848-AE53-495DB3F058A9","Mean Road Density",
"Cat, Ws",,"RoadStreamCrossings","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=BFB01111-7676-4E96-B9BD-7DC4E5A3168B","Density of roads-stream intersections (2010 Census Tiger Lines-NHD stream lines) within AOI (crossings/square km)","RdCrs[AOI]","crossings/square kilometer","Carlisle et al. 2019","https://link.springer.com/article/10.1007/s10661-008-0256-z","BFB01111-7676-4E96-B9BD-7DC4E5A3168B","Road and Stream Intersection Density",
"Cat, Ws",,"Runoff","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=15669D84-E7E5-4E53-9FC3-0E022B6F40C0","Mean runoff (mm) within AOI","Runoff[AOI]","millimeter","McCabe GJ & Wolock DM (2011)","https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2011WR010630","15669D84-E7E5-4E53-9FC3-0E022B6F40C0","Mean Runoff",
"Cat, Ws",,"STATSGO_Set1","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean % sand content of soils (STATSGO) within AOI ","Sand[AOI]","Percent","Carlisle et al. 2009","https://link.springer.com/article/10.1007/s10661-008-0256-z","AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean Sand Content",
"Cat, Ws",,"STATSGO_Set1","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean % clay content of soils (STATSGO) within AOI ","Clay[AOI]","Percent","Carlisle et al. 2009","https://link.springer.com/article/10.1007/s10661-008-0256-z","AA3ADCFD-0758-47FC-A069-31E95A116A3D","Clay Mean",
"Cat, Ws",,"STATSGO_Set2","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean organic matter content (% by weight) of soils (STATSGO) within AOI ","Om[AOI]","Percent","Carlisle et al. 2009","https://link.springer.com/article/10.1007/s10661-008-0256-z","AA3ADCFD-0758-47FC-A069-31E95A116A3D","Organic Matter Mean",
"Cat, Ws",,"STATSGO_Set2","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean seasonal water table depth (cm) of soils (STATSGO) within AOI ","WtDep[AOI]","cm","Carlisle et al. 2009","https://link.springer.com/article/10.1007/s10661-008-0256-z","AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean Water Table Depth",
"Cat, Ws",,"STATSGO_Set2","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean depth (cm) to bedrock of soils (STATSGO) within AOI ","Rckdep[AOI]","cm","Carlisle et al. 2009","https://link.springer.com/article/10.1007/s10661-008-0256-z","AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean Bedrock Depth",
"Cat, Ws",,"STATSGO_Set2","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean permeability (cm/hour) of soils (STATSGO) within AOI ","Perm[AOI]","cm","Carlisle et al. 2009","https://link.springer.com/article/10.1007/s10661-008-0256-z","AA3ADCFD-0758-47FC-A069-31E95A116A3D","Mean Permeability",
"Cat, Ws",,"USCensus2010","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=BA42DA59-6F0F-4F21-9306-CEDBD29ADE63","Mean housing unit density (housing units/square km) within AOI","HUDen2010[AOI]","housing units/square kilometer","US Census","https://www.census.gov/programs-surveys/popest/data/data-sets.html","BA42DA59-6F0F-4F21-9306-CEDBD29ADE63","Housing Density Mean",
"Cat, Ws",,"USCensus2010","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=BA42DA59-6F0F-4F21-9306-CEDBD29ADE64","Mean populating density (people/square km) within AOI","PopDen[Year][AOI]","Number People / Square Kilometer","US Census","https://www.census.gov/programs-surveys/popest/data/data-sets.html","BA42DA59-6F0F-4F21-9306-CEDBD29ADE63","Population Density",2010
"Cat",,"ImperviousSurfaces","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=43F2C9A2-4F0F-4603-928B-5DF138EDDB96","This dataset represents the impervious surface coefficients within individual local and accumulated upstream catchments for NHDPlusV2 Waterbodies based on the National Land Cover Data. AOI boundaries in LakeCat are defined in one of two ways, on-network or off-network. The on-network catchment boundaries follow the catchments provided in the NHDPlusV2 and the metrics for these lakes mirror metrics from StreamCat, but will substitute the COMID of the NHDWaterbody for that of the NHDFlowline. The off-network catchment framework uses the NHDPlusV2 flow direction rasters to define non-overlapping lake-AOI boundaries and then links them through an off-network flow table. This data set is derived from the NLCD Impervious Surfaces raster which describes percent imperviousness (continuous data type). Values indicate the degree to which the area is composed of impervious anthropogenic materials (e.g., parking surfaces, roads, building roofs). This raster was produced based on a decision-tree classification of circa [year] Landsat satellite data.","PctImp[Year]","Percent","NLCD","https://www.mrlc.gov/data","43F2C9A2-4F0F-4603-928B-5DF138EDDB96","National Land Cover Database Impervious Surfaces","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"ImperviousSurfaces","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=43F2C9A2-4F0F-4603-928B-5DF138EDDB96","Mean imperviousness of anthropogenic surfaces within AOI  (NLCD)","PctImp[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","43F2C9A2-4F0F-4603-928B-5DF138EDDB96","Mean Imperviousness","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws","03-22-2021","MTBS","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=bdfdd237-06ef-41c3-8024-23a385d44a6b","Mean % of AOI burned from wildfires for each year for 1984-2018","MTBS[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","bdfdd237-06ef-41c3-8024-23a385d44a6b","Wildfire Burn Percent 1984-2018",
"Cat, Ws","01-01-2022","wdrw_LD","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=26bfe85d-64e1-41d8-b871-79914e59f788","Total fresh surface-water withdrawals in agricultural land per AOI area (L/day)","wdrw_LD[AOI]","kg/km2","Pennino et al. 2020","https://www.sciencedirect.com/science/article/pii/S0048969720311724","26bfe85d-64e1-41d8-b871-79914e59f788","Agricultural Fresh Surface-Water Withdraw",
"Cat, Ws",,"WetIndex","Natural","https://edg.epa.gov/metadata/rest/document?id=2717d2c3-32d3-41a5-89f5-60a8d7f04965","Mean Composite Topographic Index (CTI)[Wetness Index] within AOI","WetIndex[AOI]","Avg. rate","EnviroAtlas","https://enviroatlas.epa.gov/enviroatlas/DataFactSheets/pdf/Supplemental/PotentialWetlandArea.pdf","2717d2c3-32d3-41a5-89f5-60a8d7f04965","Wetness Index",
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctHighSev[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent High Burn Severity Class For Year","1984-2018"
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctUndSev[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent Underburned to Low Burn Severity Class For Year","1984-2018"
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctNonProcMask[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent Non Processing Mask Class For Year","1984-2018"
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctNoFire[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent No Fire Burn Class Class For Year","1984-2018"
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctModSev[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent Moderate Burn Severity Class For Year","1984-2018"
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctLowSev[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent Low Burn Severity Class For Year","1984-2018"
"Cat, Ws","03-22-2021","MTBS_Severity","Natural","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=7ffbc84f-8903-4aca-a9d4-f04e2e801595","% of AOI in each burn severity class for wildfires for each year for 1984-2018","PctIncVegResp[Year][AOI]","Percent","MTBS","https://www.mtbs.gov/","7ffbc84f-8903-4aca-a9d4-f04e2e801595","Percent Increased Greenness and Veg Response Class For Year","1984-2018"
"Cat, Ws",,"AgMidHiSlopes","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as ag land cover (NLCD classes 81-82) occurring on slopes > 10%","PctAgSlp10[Year][AOI]","Percent","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Percent of Agriculture of 10% Slope","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
"Cat, Ws",,"AgMidHiSlopes","Anthropogenic","https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=65264DD6-6227-4732-8162-3E4F194C4913","% of AOI area classified as ag land cover (NLCD classes 81-82) occurring on slopes > 20%","PctAgSlp20[Year][AOI]","Square Kilometers","NLCD","https://www.mrlc.gov/data","65264DD6-6227-4732-8162-3E4F194C4913","Percent of Agriculture of 20% Slope","2001, 2004, 2006, 2008, 2011, 2013, 2016, 2019"
